# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT_SPANISH	CONCEPT_FRENCH	CONCEPT_PORTUGUESE	SEMANTIC_FIELD	VALUE_IN_SOURCE	VALUE	FORM1	FORM2	FORM	SEGMENTS	SOURCE	COGID	PROBLEMATIC
1241	Tariana	discard	botar	jeter	jogar	verb.act	$di-pé$ (jogar) {Aikhenvald 2001}		di-pé		di-pé	di- p é	Aikhenvald 2001	1361	
1242	Warekena	discard	botar	jeter	jogar	verb.act	$ayaɾuta$ (jogar) {Aikhenvald 2012}		ayaɾuta		ayaɾuta	a y a ɾ u t a	Aikhenvald 2012	1362	
1243	Yukuna	discard	botar	jeter	jogar	verb.act	$kupakahe$ (jogaɾ, atirar) {Schauer 2005}		kupakahe		kupakahe	k u p a k a h e	Schauer 2005	1363	
#
1244	Achagua	do	hacer	faire	fazer	verb.act	$mederi$ <méderi> (hacer) {Melendez 2011}	méderi	mederi		mederi	m e d e r i	Melendez 2011	1364	
1245	Baré	do	hacer	faire	fazer	verb.act	$deka$ (fazer) {Oliveira 93}		deka		deka	d e k a	Oliveira 93	1366	
1246	Resigaro	do	hacer	faire	fazer	verb.act	$-khú$ (fazer) {Allin 1979}		-khú		-khú	� k h u �	Allin 1979	1367	
1247	Tariana	do	hacer	faire	fazer	verb.act	$dí-ni$ (fazer) {Aikhenvald 2001}		dí-ni		dí-ni	d i � � n i	Aikhenvald 2001	1368	
1248	Warekena	do	hacer	faire	fazer	verb.act	$ma$ (fazer) {Aikhenvald 2012}		ma		ma	m a	Aikhenvald 2012	1369	
1249	Yukuna	do	hacer	faire	fazer	verb.act	$laʔakahe$ (fazer) {Schauer 2005}		laʔakahe		laʔakahe	l aʔakahe	Schauer 2005	1370	
4713	Baniwa	do			fazer		<-dzeekáta> (fazer) {Ramirez 2001}, <-déenhi> (fazer) {Ramirez 2001}, <-ma> (fazer) {Ramirez 2001}, <-ta> (fazer) {Ramirez 2001}	-dzeekáta			-dzeekáta	� d � e e k a � t a	Ramirez 2001	1365	
4714	Baniwa	do			fazer		<-dzeekáta> (fazer) {Ramirez 2001}, <-déenhi> (fazer) {Ramirez 2001}, <-ma> (fazer) {Ramirez 2001}, <-ta> (fazer) {Ramirez 2001}	-déenhi			-déenhi	� d e � e n h i	Ramirez 2001	1368	
4715	Baniwa	do			fazer		<-dzeekáta> (fazer) {Ramirez 2001}, <-déenhi> (fazer) {Ramirez 2001}, <-ma> (fazer) {Ramirez 2001}, <-ta> (fazer) {Ramirez 2001}	-ma			-ma	� m a	Ramirez 2001	1369	
4716	Baniwa	do			fazer		<-dzeekáta> (fazer) {Ramirez 2001}, <-déenhi> (fazer) {Ramirez 2001}, <-ma> (fazer) {Ramirez 2001}, <-ta> (fazer) {Ramirez 2001}	-ta			-ta	� t a	Ramirez 2001	1366	
#
1250	Achagua	dog	perro	chien	cachorro	animal	$auli$ (cão) {Ramirez 2001}		auli		auli	a u l i	Ramirez 2001	1371	
1251	Baré	dog	perro	chien	cachorro	animal	$tʃinu$ (cachorro) {Oliveira 93}		tʃinu		tʃinu	tʃ i n u	Oliveira 93	1372	
1252	Kabiyari	dog	perro	chien	cachorro	animal	$t∫a:wi$ (cachorro) {H&R92}		t∫a:wi		t∫a:wi	tʃ aː w i	H&R92	1374	
1253	Piapoco	dog	perro	chien	cachorro	animal	<yàlidu> $jàlidu$ (cachorro) {Epps}, $áuli$ (cachorro) {H&R 1992}	yàlidu	jàlidu		jàlidu	j à l i d u	Epps	1375	
1254	Piapoco	dog	perro	chien	cachorro	animal	<yàlidu> $jàlidu$ (cachorro) {Epps}, $áuli$ (cachorro) {H&R 1992}		áuli		áuli	á u l i	H&R 1992	1371	
1255	Resigaro	dog	perro	chien	cachorro	animal	$íiní$ (cachorro) {Epps}		íiní		íiní	í i n í	Epps	1376	
1256	Tariana	dog	perro	chien	cachorro	animal	$tʃínu$ $čínu$ (cachorro) {Epps}		čínu		čínu	č í n u	Epps	1372	
1257	Warekena	dog	perro	chien	cachorro	animal	$tʃunu$ (cachorro) {Aikhenvald 2012}		tʃunu		tʃunu	tʃ u n u	Aikhenvald 2012	1372	
1258	Yukuna	dog	perro	chien	cachorro	animal	$walú$ (cachorro) {Epps}		walú		walú	w a l ú	Epps	1371	
4717	Baniwa	dog			cachorro		<tsiino> (cão) {Ramirez 2001}	tsiino			tsiino	ts ii n o	Ramirez 2001	1372	
#
1259	Baré	dolphin	bufeo, delfín	dauphin	golfinho	fish	$kubati$ (peixe) {Oliveira 93}		kubati		kubati	k u b a t i	Oliveira 93	1377	
1260	Kabiyari	dolphin	bufeo, delfín	dauphin	golfinho	fish	$ámana$ <ámana> (boto) {Epps}	ámana	ámana		ámana	á m a n a	Epps	1378	
1261	Piapoco	dolphin	bufeo, delfín	dauphin	golfinho	fish	$múja$ (boto cor-de-rosa) {Rk 1983}		múja		múja	m ú j a	Rk 1983	1379	
1262	Resigaro	dolphin	bufeo, delfín	dauphin	golfinho	fish	$hamaánú$ (golfinho) {Epps}		hamaánú		hamaánú	h a m a á n ú	Epps	1378	
1263	Tariana	dolphin	bufeo, delfín	dauphin	golfinho	fish	$amána$ (boto cor-de-rosa) {Aikhenvald 2001}		amána		amána	a m á n a	Aikhenvald 2001	1378	
1264	Yukuna	dolphin	bufeo, delfín	dauphin	golfinho	fish	$hamanana$ (boto termo genérico) {Schauer 2005}		hamanana		hamanana	h a m a n a n a	Schauer 2005	1378	
#
1265	Achagua	domesticated animal, pet	animal domesticado, mascota	animal domestique, animale familier	animal de estimação, mascote	animal	$ihira$ <íhira> (mascota) {Melendez 2011}	íhira	ihira		ihira	i h i r a	Melendez 2011	1380	
1266	Piapoco	domesticated animal, pet	animal domesticado, mascota	animal domestique, animale familier	animal de estimação, mascote	animal	$pìɾái$ (animales domesticos) {Klumpp 1995}		pìɾái		pìɾái	p ì ɾ á i	Klumpp 1995	1380	
1267	Resigaro	domesticated animal, pet	animal domesticado, mascota	animal domestique, animale familier	animal de estimação, mascote	animal	$píidú$ (animal doméstico) {Allin 1979}		píidú		píidú	p í i d ú	Allin 1979	1383	
1268	Yukuna	domesticated animal, pet	animal domesticado, mascota	animal domestique, animale familier	animal de estimação, mascote	animal	$piɾahi$ (animal doméstico) {Schauer 2005}		piɾahi		piɾahi	p i ɾ a h i	Schauer 2005	1380	
4718	Baniwa	domesticated animal, pet			animal de estimação, mascote		<-pira> (animal de criação) {Ramirez 2001}	-pira			-pira	� p i r a	Ramirez 2001	1380	
#
1269	Achagua	door	puerta	porte	porta	material culture	$náanibalaʃi$ <naanibalaʃi> (tapa o puerta de algo) {Melendez 2011}	naanibalaʃi	náanibalaʃi		náanibalaʃi	n á a n i b a l a ʃ i	Melendez 2011	1384	
1270	Baré	door	puerta	porte	porta	material culture	$bananuma$ (porta) {Oliveira 93}		bananuma		bananuma	b a n a n u m a	Oliveira 93	1385	
1271	Piapoco	door	puerta	porte	porta	material culture	$kapìi inùma$ (porta) {Epps}		kapìi inùma		kapìi inùma	k a p i � i � i n u � m a	Epps	1387	
1272	Resigaro	door	puerta	porte	porta	material culture	$póʔkónoomú$ (porta) {Allin 1979}		póʔkónoomú		póʔkónoomú	p ó ʔ k ó n oo m ú	Allin 1979	1388	
1273	Tariana	door	puerta	porte	porta	material culture	$uwhéma$ (porta) {Aikhenvald 2001}		uwhéma		uwhéma	u wh é m a	Aikhenvald 2001	1389	
1274	Warekena	door	puerta	porte	porta	material culture	$waiʃi$ (porta) {Aikhenvald 2012}		waiʃi		waiʃi	w a i ʃ i	Aikhenvald 2012	1390	
1275	Yukuna	door	puerta	porte	porta	material culture	$numanahi$ (porta) {Schauer 2005}		numanahi		numanahi	n u m a n a h i	Schauer 2005	1391	
4719	Baniwa	door			porta		<panittinóma> (porta) {Ramirez 2001}	panittinóma			panittinóma	p a n i tt i n ó m a	Ramirez 2001	1385	
#
1276	Achagua	downriver	río abajo	en aval	rio abaixo	terrain	$kainakula$ <káinakula> (abajo) {Melendez 2011}	káinakula	kainakula		kainakula	k a i n a k u l a	Melendez 2011	1392	
1277	Piapoco	downriver	río abajo	en aval	rio abaixo	terrain	$bápiβalɺé$ (rio abajo) {Klumpp 1995}		bápiβalɺé		bápiβalɺé	b á p i β a l ɺ é	Klumpp 1995	1394	
1278	Tariana	downriver	río abajo	en aval	rio abaixo	terrain	$uniyeda$ (de rio abaixo) {Aikhenvald 2001}		uniyeda		uniyeda	u n i y e d a	Aikhenvald 2001	1395	
4720	Baniwa	downriver			rio abaixo		<pókoalhe> (rio abaixo) {Ramirez 2001}	pókoalhe			pókoalhe	p ó k o a lh e	Ramirez 2001	1393	
#
1279	Achagua	drink	beber, tomar	boire	beber, tomar	verb.act	$i:reri$ <íireri> (beber) {Melendez 2011}	íireri	i:reri		i:reri	i: r e r i	Melendez 2011	1396	
1280	Baré	drink	beber, tomar	boire	beber, tomar	verb.act	$-di$ (beber) {Oliveira 93}		-di		-di	� d i	Oliveira 93	1398	
1281	Kabiyari	drink	beber, tomar	boire	beber, tomar	verb.act	<irá> $irá$ (beber) {Epps}	irá	irá		irá	i r á	Epps	1396	
1282	Piapoco	drink	beber, tomar	boire	beber, tomar	verb.act	<ìraca> $ìɾaka$ (beber) {Epps}	ìraca	ìɾaka		ìɾaka	ì ɾ a k a	Epps	1400	
1283	Resigaro	drink	beber, tomar	boire	beber, tomar	verb.act	$iʔdú$ (beber) {Epps}		iʔdú		iʔdú	i ʔ d ú	Epps	1401	
1284	Tariana	drink	beber, tomar	boire	beber, tomar	verb.act	$díɾa$ (beber) {Aikhenvald 2001}		díɾa		díɾa	d í ɾ a	Aikhenvald 2001	1396	
1285	Warekena	drink	beber, tomar	boire	beber, tomar	verb.act	$kuɾua$ (beber) {Aikhenvald 2012}		kuɾua		kuɾua	k u ɾ u a	Aikhenvald 2012	1403	
1286	Yukuna	drink	beber, tomar	boire	beber, tomar	verb.act	$iʔiɾakahe$ (beber) {Epps}		iʔiɾakahe		iʔiɾakahe	i ʔ i ɾ a k a h e	Epps	1400	
4721	Baniwa	drink			beber, tomar		<-íira> (beber) {Ramirez 2001}	-íira			-íira	� i � i r a	Ramirez 2001	1396	
#
1287	Achagua	drip (VI)	gotear	goutter, ruisseler	gotejar, pingar	verb.int	$duidui$ <dúidui> (gotear) {Melendez 2011}	dúidui	duidui		duidui	d u i d u i	Melendez 2011	1404	
1288	Baré	drip (VI)	gotear	goutter, ruisseler	gotejar, pingar	verb.int	$tʃupina$ (pingar) {Oliveira 93}		tʃupina		tʃupina	tʃ u p i n a	Oliveira 93	1406	
1289	Piapoco	drip (VI)	gotear	goutter, ruisseler	gotejar, pingar	verb.int	$idupíakaβa$ (gotear) {Klumpp 1995}, $nudupíadaka$ (gotear) {Klumpp 1995}		idupíakaβa		idupíakaβa	i d u p í a k a β a	Klumpp 1995	1407	
1290	Piapoco	drip (VI)	gotear	goutter, ruisseler	gotejar, pingar	verb.int	$idupíakaβa$ (gotear) {Klumpp 1995}, $nudupíadaka$ (gotear) {Klumpp 1995}		nudupíadaka		nudupíadaka	n u d u p í a d a k a	Klumpp 1995	1407	
1291	Resigaro	drip (VI)	gotear	goutter, ruisseler	gotejar, pingar	verb.int	$-oʔkónó$ (gotear) {Allin 1979}		-oʔkónó		-oʔkónó	� o ʔ k o � n o �	Allin 1979	1408	
1292	Tariana	drip (VI)	gotear	goutter, ruisseler	gotejar, pingar	verb.int	$dí-saka$ (gotejar, pingar) {Aikhenvald 2001}		dí-saka		dí-saka	d i � � s a k a	Aikhenvald 2001	1405	
1293	Yukuna	drip (VI)	gotear	goutter, ruisseler	gotejar, pingar	verb.int	$atʰupátakahe$ (gotear) {Schauer 2005}		atʰupátakahe		atʰupátakahe	a tʰ u p á t a k a h e	Schauer 2005	1407	
4722	Baniwa	drip (VI)			gotejar, pingar		<-tsákhaa> (gotejar) {Ramirez 2001}, <patsa-patsáme> (gotejar) {Ramirez 2001}, <-tóphia> (gotejar) {Ramirez 2001}	-tsákhaa			-tsákhaa	� t � a � k h a a	Ramirez 2001	1405	
4723	Baniwa	drip (VI)			gotejar, pingar		<-tsákhaa> (gotejar) {Ramirez 2001}, <patsa-patsáme> (gotejar) {Ramirez 2001}, <-tóphia> (gotejar) {Ramirez 2001}	patsa-patsáme			patsa-patsáme	p a t � a � p a t � a � m e	Ramirez 2001	1411	
4724	Baniwa	drip (VI)			gotejar, pingar		<-tsákhaa> (gotejar) {Ramirez 2001}, <patsa-patsáme> (gotejar) {Ramirez 2001}, <-tóphia> (gotejar) {Ramirez 2001}	-tóphia			-tóphia	� t o � p h i a	Ramirez 2001	1413	
#
1294	Achagua	drop	dejar caer	laisser tomber, faire tomber	deixar cair	verb	$kairiu$ <káiriu> (caerse) {Melendez 2011}	káiriu	kairiu		kairiu	k a i r i u	Melendez 2011	1414	
1295	Piapoco	drop	dejar caer	laisser tomber, faire tomber	deixar cair	verb	$nu-kaláidaka$ (dejar caer) {Klumpp 1995}, <nú:βà:kaβa> (caerse) {Klumpp 1995}		nu-kaláidaka		nu-kaláidaka	n u � k a l a � i d a k a	Klumpp 1995	1415	
1296	Piapoco	drop	dejar caer	laisser tomber, faire tomber	deixar cair	verb	$nu-kaláidaka$ (dejar caer) {Klumpp 1995}, <nú:βà:kaβa> (caerse) {Klumpp 1995}	nú:βà:kaβa			nú:βà:kaβa	n ú: β à: k a β a	Klumpp 1995	1418	
1297	Tariana	drop	dejar caer	laisser tomber, faire tomber	deixar cair	verb	$di-ɾukuita$ (deixar cair) {Aikhenvald}, $di-phé$ (fazer cair) {Aikhenvald 2001}, $di-phé-ta$ (fazer cair) {Aikhenvald 2001}		di-ɾukuita		di-ɾukuita	di- ɾ u k u i t a	Aikhenvald	1416	
1298	Tariana	drop	dejar caer	laisser tomber, faire tomber	deixar cair	verb	$di-ɾukuita$ (deixar cair) {Aikhenvald}, $di-phé$ (fazer cair) {Aikhenvald 2001}, $di-phé-ta$ (fazer cair) {Aikhenvald 2001}		di-phé		di-phé	di- ph é	Aikhenvald 2001	1419	
1299	Tariana	drop	dejar caer	laisser tomber, faire tomber	deixar cair	verb	$di-ɾukuita$ (deixar cair) {Aikhenvald}, $di-phé$ (fazer cair) {Aikhenvald 2001}, $di-phé-ta$ (fazer cair) {Aikhenvald 2001}		di-phé-ta		di-phé-ta	d i � p h e � � t a	Aikhenvald 2001	1419	
1300	Yukuna	drop	dejar caer	laisser tomber, faire tomber	deixar cair	verb	$haʔakaho$ (cair-se) {Schauer 2005}		haʔakaho		haʔakaho	h a ʔ a k a h o	Schauer 2005	1417	
#
1301	Baré	dry (VI)	secarse	sécher	secar-se, secar (vi)	verb.stat	$heruni$ (seco) {Oliveira 93}		heruni		heruni	h e r u n i	Oliveira 93	1420	
1302	Kabiyari	dry (VI)	secarse	sécher	secar-se, secar (vi)	verb.stat	<iwá> $iwá$ (seco) {Epps}	iwá	iwá		iwá	i w á	Epps	1421	
1303	Piapoco	dry (VI)	secarse	sécher	secar-se, secar (vi)	verb.stat	<chuìri> $tʃuìɾi$ (seco) {Epps}, $mì:sika$ (seco) {Klumpp 1995}, $imasikà:kaβa> (secarse) {Klumpp 1995}, $ìβakaβa$ (secarse) {Klumpp 1995}	chuìri	tʃuìɾi		tʃuìɾi	tʃ u ì ɾ i	Epps	1422	
1304	Piapoco	dry (VI)	secarse	sécher	secar-se, secar (vi)	verb.stat	<chuìri> $tʃuìɾi$ (seco) {Epps}, $mì:sika$ (seco) {Klumpp 1995}, $imasikà:kaβa> (secarse) {Klumpp 1995}, $ìβakaβa$ (secarse) {Klumpp 1995}		mì:sika		mì:sika	m ì:s i k a	Klumpp 1995	1427	
1305	Piapoco	dry (VI)	secarse	sécher	secar-se, secar (vi)	verb.stat	<chuìri> $tʃuìɾi$ (seco) {Epps}, $mì:sika$ (seco) {Klumpp 1995}, $imasikà:kaβa> (secarse) {Klumpp 1995}, $ìβakaβa$ (secarse) {Klumpp 1995}		imasikà:kaβa		imasikà:kaβa	i m a s i k à: k a β a	Klumpp 1995	1427	
1306	Piapoco	dry (VI)	secarse	sécher	secar-se, secar (vi)	verb.stat	<chuìri> $tʃuìɾi$ (seco) {Epps}, $mì:sika$ (seco) {Klumpp 1995}, $imasikà:kaβa> (secarse) {Klumpp 1995}, $ìβakaβa$ (secarse) {Klumpp 1995}		ìβakaβa		ìβakaβa	ì β a k a β a	Klumpp 1995	1429	
1307	Resigaro	dry (VI)	secarse	sécher	secar-se, secar (vi)	verb.stat	$makádú$ (seco) {Epps}		makádú		makádú	m a k á d ú	Epps	1423	
1308	Tariana	dry (VI)	secarse	sécher	secar-se, secar (vi)	verb.stat	$mákaɾa$ (seco) {Epps}		mákaɾa		mákaɾa	m á k a ɾ a	Epps	1423	
1309	Warekena	dry (VI)	secarse	sécher	secar-se, secar (vi)	verb.stat	$ʃeʃe$ (seco) {Aikhenvald 2012}		ʃeʃe		ʃeʃe	ʃ e ʃ e	Aikhenvald 2012	1425	
1310	Yukuna	dry (VI)	secarse	sécher	secar-se, secar (vi)	verb.stat	$makahɾeni$ (seco) {Epps}		makahɾeni		makahɾeni	m a k a h ɾ e n i	Epps	1423	
#
1311	Baré	dry (VT)	secar	secher	secar	verb.act	$heruda$ (secar) {Oliveira 93}		heruda		heruda	h e r u d a	Oliveira 93	1431	
1312	Piapoco	dry (VT)	secar	secher	secar	verb.act	$nutʃìdaka$ (secar) {Klumpp 1995}, $numakaɺà:ka$ (secar) {Klumpp 1995}		nutʃìdaka		nutʃìdaka	n u tʃ ì d a k a	Klumpp 1995	1432	
1313	Piapoco	dry (VT)	secar	secher	secar	verb.act	$nutʃìdaka$ (secar) {Klumpp 1995}, $numakaɺà:ka$ (secar) {Klumpp 1995}		numakaɺà:ka		numakaɺà:ka	n u m a k a ɺ à: k a	Klumpp 1995	1433	
1314	Tariana	dry (VT)	secar	secher	secar	verb.act	$di-makaɾéta$ (secar) {Aikhenvald 2001}		di-makaɾéta		di-makaɾéta	di- m a k a ɾ é t a	Aikhenvald 2001	1433	
1315	Warekena	dry (VT)	secar	secher	secar	verb.act	$ʃeʃeta$ (secar) {Aikhenvald 2012}		ʃeʃeta		ʃeʃeta	ʃ e ʃ e t a	Aikhenvald 2012	1431	
1316	Yukuna	dry (VT)	secar	secher	secar	verb.act	$makáɾaʔakahe$ (secar) {Schauer 2005}		makáɾaʔakahe		makáɾaʔakahe	m a k á ɾ aʔakahe	Schauer 2005	1433	
4725	Baniwa	dry (VT)			secar		<-meettáta> (secar) {Ramirez 2001}	-meettáta			-meettáta	� m e e t t a � t a	Ramirez 2001	1430	
#
1317	Piapoco	dull	embotado, sin filo	emoussé		verb.stat	$maserúníiri$ (embotado) {H&R 1992}		maserúníiri		maserúníiri	m a s e r ú n í i r i	H&R 1992	1434	
1318	Resigaro	dull	embotado, sin filo	emoussé		verb.stat	$nií tsóʔviiʔ tsú$ (embotado) {Allin 1979}		nií tsóʔviiʔ tsú		nií tsóʔviiʔ tsú	n i i � � t s o � ʔ v i i ʔ � t s u �	Allin 1979	1435	
1319	Warekena	dull	embotado, sin filo	emoussé		verb.stat	$mapuɾipaɾu$ (ser cego) {Aikhenvald 2012}		mapuɾipaɾu		mapuɾipaɾu	m a p u ɾ i p a ɾ u	Aikhenvald 2012	1434	
1320	Yukuna	dull	embotado, sin filo	emoussé		verb.stat	$mawe?eɾú$ (embotado) {H&ɾ 1992}		mawe?eɾú		mawe?eɾú	m a w e <?> e ɾ ú	H&ɾ 1992	1437	
#
1321	Achagua	dust, fine dirt	polvo	poussière	pó, poeira	other	$pukupukui$ <pukúpukui> (polvo) {Melendez 2011}	pukúpukui	pukupukui		pukupukui	p u k u p u k u i	Melendez 2011	1438	
1322	Baré	dust, fine dirt	polvo	poussière	pó, poeira	other	$puera$ (poeira) {Oliveira 93}		puera		puera	p u e r a	Oliveira 93	1440	
1323	Piapoco	dust, fine dirt	polvo	poussière	pó, poeira	other	<imuluísi> $imuluísi$ (poeira) {Epps}, < ísa> $ísa$ (poeira) {Epps}	imuluísi	imuluísi		imuluísi	i m u l u í s i	Epps	1441	
1324	Piapoco	dust, fine dirt	polvo	poussière	pó, poeira	other	<imuluísi> $imuluísi$ (poeira) {Epps}, < ísa> $ísa$ (poeira) {Epps}	ísa	ísa		ísa	í s a	Epps	1445	
1325	Tariana	dust, fine dirt	polvo	poussière	pó, poeira	other	$di-mhéni$ (poeira) {Aikhenvald 2001}		di-mhéni		di-mhéni	di- mh é n i	Aikhenvald 2001	1442	
1326	Yukuna	dust, fine dirt	polvo	poussière	pó, poeira	other	$muʔupé$ (poeira) {Epps}		muʔupé		muʔupé	m u ʔ u p é	Epps	1443	
4727	Baniwa	dust, fine dirt			pó, poeira		<dáaphe> (gotejar) {Ramirez 2001}, <halittani> (poeira) {Ramirez 2001}	dáaphe			dáaphe	d áa ph e	Ramirez 2001	1439	
4728	Baniwa	dust, fine dirt			pó, poeira		<dáaphe> (gotejar) {Ramirez 2001}, <halittani> (poeira) {Ramirez 2001}	halittani			halittani	h a l i tt a n i	Ramirez 2001	1444	
#
1327	Achagua	ear	oreja	oreille	orelha	body part	$wibaʃi$ <wíbaʃi> (oreja) {Melendez 2011}	wíbaʃi	wibaʃi		wibaʃi	w i b a ʃ i	Melendez 2011	1446	
1328	Baré	ear	oreja	oreille	orelha	body part	$nu-datini$ (orelha) {Oliveira 93}		nu-datini		nu-datini	n u � d a t i n i	Oliveira 93	1448	
1329	Kabiyari	ear	oreja	oreille	orelha	body part	<u'uwi> $uʔuwi$ (orelha) {Epps}	u'uwi	uʔuwi		uʔuwi	u ʔ u w i	Epps	1449	
1330	Piapoco	ear	oreja	oreille	orelha	body part	<uwi> $uwi$ (orelha) {Epps}	uwi	uwi		uwi	u w i	Epps	1449	
1331	Resigaro	ear	oreja	oreille	orelha	body part	$henákó$ (orelha) {Epps}		henákó		henákó	h e n á k ó	Epps	1451	
1332	Tariana	ear	oreja	oreille	orelha	body part	$di-whéni$ (orelha) {Aikhenvald 2001}		di-whéni		di-whéni	di- wh é n i	Aikhenvald 2001	1447	
1333	Warekena	ear	oreja	oreille	orelha	body part	$nutanipaɾa$ (orelha) {Aikhenvald 2012}		nutanipaɾa		nutanipaɾa	nutani p a ɾ a	Aikhenvald 2012	1448	
1334	Yukuna	ear	oreja	oreille	orelha	body part	$iʔihwihí$ (orelha) {Epps}		iʔihwihí		iʔihwihí	i ʔ i h w i h í	Epps	1454	
4729	Baniwa	ear			orelha		<-heeni> (orelha) {Ramirez 2001}, <-hináko-liko> (orelha) {Ramirez 2001}	-heeni			-heeni	� h e e n i	Ramirez 2001	1447	
4730	Baniwa	ear			orelha		<-heeni> (orelha) {Ramirez 2001}, <-hináko-liko> (orelha) {Ramirez 2001}	-hináko-liko			-hináko-liko	� h i n a � k o � l i k o	Ramirez 2001	1451	
#
1335	Achagua	earth, dirt, mud	tierra	sol, terre, boue	terra, solo, chão	terrain	$kainabi$ <káinabi> (tierra) {Melendez 2011}	káinabi	kainabi		kainabi	k a i n a b i	Melendez 2011	1455	
1336	Baré	earth, dirt, mud	tierra	sol, terre, boue	terra, solo, chão	terrain	$kʰadi$ (terra) {Oliveira 93}		kʰadi		kʰadi	kʰ a d i	Oliveira 93	1457	
1337	Kabiyari	earth, dirt, mud	tierra	sol, terre, boue	terra, solo, chão	terrain	<ta'ka(a)ri> $taʔka(a)ri$ (terra) {Epps}	ta'ka(a)ri	taʔka(a)ri		taʔka(a)ri	t a ʔ k a a r i	Epps	1458	
1338	Piapoco	earth, dirt, mud	tierra	sol, terre, boue	terra, solo, chão	terrain	<cáli> $káli$ (terra) {Epps}	cáli	káli		káli	káli	Epps	1457	
1339	Resigaro	earth, dirt, mud	tierra	sol, terre, boue	terra, solo, chão	terrain	$hihi$ (terra) {Epps}		hihi		hihi	h i h i	Epps	1460	
1340	Tariana	earth, dirt, mud	tierra	sol, terre, boue	terra, solo, chão	terrain	$helemé-wani$ (terra) {Aikhenvald 2001}, $hípai$ $hípai$ (terra) {Payne91}		helemé-wani		helemé-wani	h e l e m e � � w a n i	Aikhenvald 2001	1461	
1341	Tariana	earth, dirt, mud	tierra	sol, terre, boue	terra, solo, chão	terrain	$helemé-wani$ (terra) {Aikhenvald 2001}, $hípai$ $hípai$ (terra) {Payne91}		hípai		hípai	h í p a i	Payne91	1456	
1342	Warekena	earth, dirt, mud	tierra	sol, terre, boue	terra, solo, chão	terrain	$yatʃipe$ (chão) {Aikhenvald 2012}		yatʃipe		yatʃipe	y a tʃ i p e	Aikhenvald 2012	1462	
1343	Yukuna	earth, dirt, mud	tierra	sol, terre, boue	terra, solo, chão	terrain	$teʔeɾí$ (terra) {Epps}		teʔeɾí		teʔeɾí	t e ʔ e ɾ í	Epps	1458	
4731	Baniwa	earth, dirt, mud			terra, solo, chão		<híipai> (terra, chão, país) {Ramirez 2001}	híipai			híipai	h í i p a i	Ramirez 2001	1456	
#
1344	Achagua	earth, extension of land	tierra	terrain	terreno	terrain	$kainabi$ <káinabi> (tierra) {Melendez 2011}	káinabi	kainabi		kainabi	k a i n a b i	Melendez 2011	1463	
1345	Piapoco	earth, extension of land	tierra	terrain	terreno	terrain	$káɺi$ (terreno) {Klumpp 1995}		káɺi		káɺi	k á ɺ i	Klumpp 1995	1464	
#
1346	Achagua	eat	comer	manger	comer	verb.act	$i:jeri$ <íijeri> (comer) {Melendez 2011}	íijeri	i:jeri		i:jeri	i: j e r i	Melendez 2011	1465	
1347	Baré	eat	comer	manger	comer	verb.act	$nika$ (comer) {Oliveira 93}		nika		nika	n i k a	Oliveira 93	1467	
1348	Kabiyari	eat	comer	manger	comer	verb.act	<tʃha> $tʃha$ (comer) {Epps}	tʃha	tʃha		tʃha	tʃʰ a	Epps	1468	
1349	Piapoco	eat	comer	manger	comer	verb.act	<yáaca> $já:ka$ (comer) {Epps}	yáaca	já:ka		já:ka	j á: k a	Epps	1469	
1350	Resigaro	eat	comer	manger	comer	verb.act	$aʔmitú$ (comer) {Epps}		aʔmitú		aʔmitú	a ʔ m i t ú	Epps	1470	
1351	Tariana	eat	comer	manger	comer	verb.act	$di-ñhá$ (comer) {Aikhenvald 2001}		di-ñhá		di-ñhá	di- ñh á	Aikhenvald 2001	1466	
1352	Warekena	eat	comer	manger	comer	verb.act	$e$ (comer) {Aikhenvald 2012}		e		e	e	Aikhenvald 2012	1472	
1353	Yukuna	eat	comer	manger	comer	verb.act	$ahɲakahe$ (comer) {Epps}		ahɲakahe		ahɲakahe	a h ɲ a k a h e	Epps	1467	
4732	Baniwa	eat			comer		<-íiñha> (comer) {Ramirez 2001}	-íiñha			-íiñha	� i � i n � h a	Ramirez 2001	1466	
#
1354	Achagua	egg (animal)	huevo (animal)	œuf (animal)	ovo	other	$eewiʃi$ <éewiʃi> (huevo) {Melendez 2011}	éewiʃi	eewiʃi		eewiʃi	ee w i ʃ i	Melendez 2011	1473	
1355	Kabiyari	egg (animal)	huevo (animal)	œuf (animal)	ovo	other	<éewhé> $éewhé$ (ovo) {Epps}	éewhé	éewhé		éewhé	é e w̥ é	Epps	1474	
1356	Piapoco	egg (animal)	huevo (animal)	œuf (animal)	ovo	other	<yéewési> $jé:wési$ (ovo) {Epps}	yéewési	jé:wési		jé:wési	j é: w és i	Epps	1473	
1357	Resigaro	egg (animal)	huevo (animal)	œuf (animal)	ovo	other	$eévé(ú)$ (ovo) {Epps}		eévé(ú)		eévé(ú)	e é v é <?> ú <?>	Epps	1476	
1358	Tariana	egg (animal)	huevo (animal)	œuf (animal)	ovo	other	$di-éwhe$ (ovo) {Aikhenvald 2001}		di-éwhe		di-éwhe	di- é wh e	Aikhenvald 2001	1474	
