ID	DOCULECT	CONCEPT	CONCEPT_SPANISH	CONCEPT_FRENCH	CONCEPT_PORTUGUESE	SEMANTIC_FIELD	VALUE_IN_SOURCE	VALUE	FORM1	FORM2	FORM	SEGMENTS	SOURCE	COGID
704	Resigaro	breast	seno	sein	seio	body part	$óʔkótáapígú$ (seio) {Epps}		óʔkótáapígú		óʔkótáapígú	ó ʔ k ó t á a p í g ú	Epps	639
705	Tariana	breast	seno	sein	seio	body part	$du-éni$ (seio) {Aikhenvald 2001}		du-éni		du-éni	d u é n i	Aikhenvald 2001	636
706	Warekena	breast	seno	sein	seio	body part	$nutʃini$ (seio) {Aikhenvald 2012}, $nututʃi$ (seio) {Aikhenvald 2012}		nutʃini		nutʃini	n u tʃ i n i	Aikhenvald 2012	641
707	Warekena	breast	seno	sein	seio	body part	$nutʃini$ (seio) {Aikhenvald 2012}, $nututʃi$ (seio) {Aikhenvald 2012}		nututʃi		nututʃi	n u t u tʃ i	Aikhenvald 2012	635
708	Yukuna	breast	seno	sein	seio	body part	$tʃuʔutʃú$ (seio) {Epps}		tʃuʔutʃú		tʃuʔutʃú	tʃ u ʔ u tʃ ú	Epps	642
709	Piapoco	breastfeed, of baby	mamar	téter	mamar	verb.act	$ì:ɾaka ì:nisi$ (mamar) {Klumpp 1995}		ì:ɾaka ì:nisi		ì:ɾaka ì:nisi	ì: ɾ a k a _ ì: n i s i	Klumpp 1995	643
710	Tariana	breastfeed, of mother	amamantar	allaiter, donner le sein à, nourrir au sein	amamentar	verb.act	$diɾeta$ (amamentar) {Aikhenvald 2001}		diɾeta		diɾeta	d i ɾ e t a	Aikhenvald 2001	644
711	Baré	breathe	respirar	respirer	respirar, aspirar	verb.int	$hama$ (respirar) {Oliveira 93}		hama		hama	h a m a	Oliveira 93	645
712	Piapoco	breathe	respirar	respirer	respirar, aspirar	verb.int	<mìadáidaca> $mìadáidaka$ (respirar) {Epps}	mìadáidaca	mìadáidaka		mìadáidaka	m ì a d á i d a k a	Epps	646
713	Resigaro	breathe	respirar	respirer	respirar, aspirar	verb.int	$sikuʔ-Jú$ (respirar) {Epps}		sikuʔ-Jú		sikuʔ-Jú	s i k u ʔ J ú	Epps	647
714	Yukuna	breathe	respirar	respirer	respirar, aspirar	verb.int	$ɾeʔihahó ɲaʔakana$ (respirar) {Epps}		ɾeʔihahó ɲaʔakana		ɾeʔihahó ɲaʔakana	ɾ e ʔ i h a h ó _ ɲ a ʔ a k a n a	Epps	648
715	Achagua	bring	traer	apporter, amener	trazer	verb.act	$inderi$ <índeri> (traer) {Melendez 2011}	índeri	inderi		inderi	i n d e r i	Melendez 2011	649
716	Baré	bring	traer	apporter, amener	trazer	verb.act	$kʰabi$ (trazer) {Oliveira 93}		kʰabi		kʰabi	kʰ a b i	Oliveira 93	650
717	Piapoco	bring	traer	apporter, amener	trazer	verb.act	$nùanàidaka$ (traer) {Klumpp 1995}		nùanàidaka		nùanàidaka	n ù a n à i d a k a	Klumpp 1995	651
718	Resigaro	bring	traer	apporter, amener	trazer	verb.act	$-hanápí$ (trazer) {Allin 1979}		-hanápí		-hanápí	h a n á p í	Allin 1979	652
719	Tariana	bring	traer	apporter, amener	trazer	verb.act	$dhíta$ (trazer) {Aikhenvald 2001}		dhíta		dhíta	dh í t a	Aikhenvald 2001	653
720	Warekena	bring	traer	apporter, amener	trazer	verb.act	$apiñaya$ (trazer) {Aikhenvald 2012}		apiñaya		apiñaya	a p i ñ a y a	Aikhenvald 2012	654
721	Yukuna	bring	traer	apporter, amener	trazer	verb.act	$iʔihnatákahe$ (tɾazer) {Schauer 2005}		iʔihnatákahe		iʔihnatákahe	i ʔ i h n a t á k a h e	Schauer 2005	655
722	Achagua	brother (general)	hermano	frère	irmão	kinship term	$e:nahiriʃi$ <éenahiriʃi> (hermano) {Melendez 2011}	éenahiriʃi	e:nahiriʃi		e:nahiriʃi	e: n a h i r i ʃ i	Melendez 2011	656
723	Warekena	brother (general)	hermano	frère	irmão	kinship term	$yaɾitua$ (irmão) {Aikhenvald 2012}		yaɾitua		yaɾitua	y a ɾ i t u a	Aikhenvald 2012	657
724	Yukuna	brother (general)	hermano	frère	irmão	kinship term	$ɾeʔewé$ (irmão) {Schauer 2005}		ɾeʔewé		ɾeʔewé	ɾ e ʔ e w é	Schauer 2005	658
725	Baré	brother of father	tío paterno	oncle paternal	tio paterno	kinship	$nu-kute$ (tio) {Oliveira 93}		nu-kute		nu-kute	n u k u t e	Oliveira 93	659
726	Resigaro	brother of father	tío paterno	oncle paternal	tio paterno	kinship	$-heenáagpi$ (tio paterno) {Allin 1979}		-heenáagpi		-heenáagpi	h ee n á a g p i	Allin 1979	660
727	Tariana	brother of father	tío paterno	oncle paternal	tio paterno	kinship	$di-kwí-ɾu$ (tio paterno) {Aikhenvald 2001}, $di-kúi-ɾu$ (tio paterno) {Aikhenvald 2001}		di-kwí-ɾu		di-kwí-ɾu	d i k w í ɾ u	Aikhenvald 2001	661
728	Tariana	brother of father	tío paterno	oncle paternal	tio paterno	kinship	$di-kwí-ɾu$ (tio paterno) {Aikhenvald 2001}, $di-kúi-ɾu$ (tio paterno) {Aikhenvald 2001}		di-kúi-ɾu		di-kúi-ɾu	d i k ú i ɾ u	Aikhenvald 2001	661
729	Yukuna	brother of father	tío paterno	oncle paternal	tio paterno	kinship	$owilá$ (tio paterno) {Schauer 2005}, $oilá$ (tio paterno) {Schauer 2005}		owilá		owilá	o w i l á	Schauer 2005	662
730	Yukuna	brother of father	tío paterno	oncle paternal	tio paterno	kinship	$owilá$ (tio paterno) {Schauer 2005}, $oilá$ (tio paterno) {Schauer 2005}		oilá		oilá	o i l á	Schauer 2005	662
731	Achagua	brother, no age spec	hermano	frère	irmão	kinship term	$e:nahiriʃi$ <éenahiriʃi> (hermano) {Melendez 2011}	éenahiriʃi	e:nahiriʃi		e:nahiriʃi	e: n a h i r i ʃ i	Melendez 2011	663
732	Yukuna	brother, no age spec	hermano	frère	irmão	kinship term	$ehenahi$ (iɾmãos e iɾmãs, familiaɾes íntimos) {Schauer 2005}, $eʔewehí$ (iɾmão mais velho ou religioso) {Schauer 2005}, $eʔewelohí$ (iɾmã mais velha ou religiosa) {Schauer 2005}, $meɾémehi$ (iɾmão mais novo) {Schauer 2005}, $meɾelómihi$ (irmã mais nova) {Schauer 2005}, $yuʔuwí$ (voc., irmão e irnã mais velha) {Schauer 2005}, $ oʔowé$ (voc., irmão mais velho) {Schauer 2005}, $oʔoweló$ (voc., irmã mais velha) {Schauer 2005}, $yaʔatʃéniya$ (voc., irmã ou prima mais velha, filha do irmão mais velho do pai) {Schauer 2005}		ehenahi		ehenahi	e h e n a h i	Schauer 2005	664
733	Yukuna	brother, no age spec	hermano	frère	irmão	kinship term	$ehenahi$ (iɾmãos e iɾmãs, familiaɾes íntimos) {Schauer 2005}, $eʔewehí$ (iɾmão mais velho ou religioso) {Schauer 2005}, $eʔewelohí$ (iɾmã mais velha ou religiosa) {Schauer 2005}, $meɾémehi$ (iɾmão mais novo) {Schauer 2005}, $meɾelómihi$ (irmã mais nova) {Schauer 2005}, $yuʔuwí$ (voc., irmão e irnã mais velha) {Schauer 2005}, $ oʔowé$ (voc., irmão mais velho) {Schauer 2005}, $oʔoweló$ (voc., irmã mais velha) {Schauer 2005}, $yaʔatʃéniya$ (voc., irmã ou prima mais velha, filha do irmão mais velho do pai) {Schauer 2005}		eʔewehí		eʔewehí	e ʔ e w e h í	Schauer 2005	664
734	Yukuna	brother, no age spec	hermano	frère	irmão	kinship term	$ehenahi$ (iɾmãos e iɾmãs, familiaɾes íntimos) {Schauer 2005}, $eʔewehí$ (iɾmão mais velho ou religioso) {Schauer 2005}, $eʔewelohí$ (iɾmã mais velha ou religiosa) {Schauer 2005}, $meɾémehi$ (iɾmão mais novo) {Schauer 2005}, $meɾelómihi$ (irmã mais nova) {Schauer 2005}, $yuʔuwí$ (voc., irmão e irnã mais velha) {Schauer 2005}, $ oʔowé$ (voc., irmão mais velho) {Schauer 2005}, $oʔoweló$ (voc., irmã mais velha) {Schauer 2005}, $yaʔatʃéniya$ (voc., irmã ou prima mais velha, filha do irmão mais velho do pai) {Schauer 2005}		eʔewelohí		eʔewelohí	e ʔ e w e l o h í	Schauer 2005	664
735	Yukuna	brother, no age spec	hermano	frère	irmão	kinship term	$ehenahi$ (iɾmãos e iɾmãs, familiaɾes íntimos) {Schauer 2005}, $eʔewehí$ (iɾmão mais velho ou religioso) {Schauer 2005}, $eʔewelohí$ (iɾmã mais velha ou religiosa) {Schauer 2005}, $meɾémehi$ (iɾmão mais novo) {Schauer 2005}, $meɾelómihi$ (irmã mais nova) {Schauer 2005}, $yuʔuwí$ (voc., irmão e irnã mais velha) {Schauer 2005}, $ oʔowé$ (voc., irmão mais velho) {Schauer 2005}, $oʔoweló$ (voc., irmã mais velha) {Schauer 2005}, $yaʔatʃéniya$ (voc., irmã ou prima mais velha, filha do irmão mais velho do pai) {Schauer 2005}		meɾémehi		meɾémehi	m e ɾ é m e h i	Schauer 2005	667
736	Yukuna	brother, no age spec	hermano	frère	irmão	kinship term	$ehenahi$ (iɾmãos e iɾmãs, familiaɾes íntimos) {Schauer 2005}, $eʔewehí$ (iɾmão mais velho ou religioso) {Schauer 2005}, $eʔewelohí$ (iɾmã mais velha ou religiosa) {Schauer 2005}, $meɾémehi$ (iɾmão mais novo) {Schauer 2005}, $meɾelómihi$ (irmã mais nova) {Schauer 2005}, $yuʔuwí$ (voc., irmão e irnã mais velha) {Schauer 2005}, $ oʔowé$ (voc., irmão mais velho) {Schauer 2005}, $oʔoweló$ (voc., irmã mais velha) {Schauer 2005}, $yaʔatʃéniya$ (voc., irmã ou prima mais velha, filha do irmão mais velho do pai) {Schauer 2005}		meɾelómihi		meɾelómihi	m e ɾ e l ó m i h i	Schauer 2005	667
737	Yukuna	brother, no age spec	hermano	frère	irmão	kinship term	$ehenahi$ (iɾmãos e iɾmãs, familiaɾes íntimos) {Schauer 2005}, $eʔewehí$ (iɾmão mais velho ou religioso) {Schauer 2005}, $eʔewelohí$ (iɾmã mais velha ou religiosa) {Schauer 2005}, $meɾémehi$ (iɾmão mais novo) {Schauer 2005}, $meɾelómihi$ (irmã mais nova) {Schauer 2005}, $yuʔuwí$ (voc., irmão e irnã mais velha) {Schauer 2005}, $ oʔowé$ (voc., irmão mais velho) {Schauer 2005}, $oʔoweló$ (voc., irmã mais velha) {Schauer 2005}, $yaʔatʃéniya$ (voc., irmã ou prima mais velha, filha do irmão mais velho do pai) {Schauer 2005}		yuʔuwí		yuʔuwí	y u ʔ u w í	Schauer 2005	664
738	Yukuna	brother, no age spec	hermano	frère	irmão	kinship term	$ehenahi$ (iɾmãos e iɾmãs, familiaɾes íntimos) {Schauer 2005}, $eʔewehí$ (iɾmão mais velho ou religioso) {Schauer 2005}, $eʔewelohí$ (iɾmã mais velha ou religiosa) {Schauer 2005}, $meɾémehi$ (iɾmão mais novo) {Schauer 2005}, $meɾelómihi$ (irmã mais nova) {Schauer 2005}, $yuʔuwí$ (voc., irmão e irnã mais velha) {Schauer 2005}, $ oʔowé$ (voc., irmão mais velho) {Schauer 2005}, $oʔoweló$ (voc., irmã mais velha) {Schauer 2005}, $yaʔatʃéniya$ (voc., irmã ou prima mais velha, filha do irmão mais velho do pai) {Schauer 2005}		 oʔowé		 oʔowé	_ o ʔ o w é	Schauer 2005	664
739	Yukuna	brother, no age spec	hermano	frère	irmão	kinship term	$ehenahi$ (iɾmãos e iɾmãs, familiaɾes íntimos) {Schauer 2005}, $eʔewehí$ (iɾmão mais velho ou religioso) {Schauer 2005}, $eʔewelohí$ (iɾmã mais velha ou religiosa) {Schauer 2005}, $meɾémehi$ (iɾmão mais novo) {Schauer 2005}, $meɾelómihi$ (irmã mais nova) {Schauer 2005}, $yuʔuwí$ (voc., irmão e irnã mais velha) {Schauer 2005}, $ oʔowé$ (voc., irmão mais velho) {Schauer 2005}, $oʔoweló$ (voc., irmã mais velha) {Schauer 2005}, $yaʔatʃéniya$ (voc., irmã ou prima mais velha, filha do irmão mais velho do pai) {Schauer 2005}		oʔoweló		oʔoweló	o ʔ o w e l ó	Schauer 2005	664
740	Yukuna	brother, no age spec	hermano	frère	irmão	kinship term	$ehenahi$ (iɾmãos e iɾmãs, familiaɾes íntimos) {Schauer 2005}, $eʔewehí$ (iɾmão mais velho ou religioso) {Schauer 2005}, $eʔewelohí$ (iɾmã mais velha ou religiosa) {Schauer 2005}, $meɾémehi$ (iɾmão mais novo) {Schauer 2005}, $meɾelómihi$ (irmã mais nova) {Schauer 2005}, $yuʔuwí$ (voc., irmão e irnã mais velha) {Schauer 2005}, $ oʔowé$ (voc., irmão mais velho) {Schauer 2005}, $oʔoweló$ (voc., irmã mais velha) {Schauer 2005}, $yaʔatʃéniya$ (voc., irmã ou prima mais velha, filha do irmão mais velho do pai) {Schauer 2005}		yaʔatʃéniya		yaʔatʃéniya	y a ʔ a tʃ é n i y a	Schauer 2005	672
741	Piapoco	brother-in-law	cuñado	beau-frère	cunhado	kinship term	$nusàiɾi$ (hermano de mi esposo) {Klumpp 1995}		nusàiɾi		nusàiɾi	n u s à i ɾ i	Klumpp 1995	673
742	Warekena	brother-in-law	cuñado	beau-frère	cunhado	kinship term	$nuneɾíma$ (cunhado) {Aikhenvald 2012}		nuneɾíma		nuneɾíma	n u n e ɾ í m a	Aikhenvald 2012	674
743	Yukuna	brother-in-law	cuñado	beau-frère	cunhado	kinship term	$puláʔapehi$ (cunhado) {Schauer 2005}, $puláʔapeɾuhi$ (cunhada) {Schauer 2005}		puláʔapehi		puláʔapehi	p u l á ʔ a p e h i	Schauer 2005	675
744	Yukuna	brother-in-law	cuñado	beau-frère	cunhado	kinship term	$puláʔapehi$ (cunhado) {Schauer 2005}, $puláʔapeɾuhi$ (cunhada) {Schauer 2005}		puláʔapeɾuhi		puláʔapeɾuhi	p u l á ʔ a p e ɾ u h i	Schauer 2005	675
745	Achagua	burn, be on fire, VI, stative	quemarse	flamber, se brûler	queimar	verb.int	$e:meriu$ <éemeriu> (quemarse) {Melendez 2011}	éemeriu	e:meriu		e:meriu	e: m e r i u	Melendez 2011	676
746	Tariana	burn, be on fire, VI, stative	quemarse	flamber, se brûler	queimar	verb.int	$láma$ (pegar fogo) {Aikhenvald 2001}		láma		láma	l á m a	Aikhenvald 2001	677
747	Achagua	burn, consume with fire, Vt, active	quemar	brûler, faire brûler	queimar	verb.int	$e:mairi$ <éemairi> (quemar) {Melendez 2011}	éemairi	e:mairi		e:mairi	e: m a i r i	Melendez 2011	678
748	Baré	burn, consume with fire, Vt, active	quemar	brûler, faire brûler	queimar	verb.int	$kʰa$ (queimar) {Oliveira 93}		kʰa		kʰa	kʰ a	Oliveira 93	679
749	Kabiyari	burn, consume with fire, Vt, active	quemar	brûler, faire brûler	queimar	verb.int	$kahema$ (queimar) {Ramirez 2001}, $he:ma$ (queimar) {Ramirez, 2001}		kahema		kahema	k a h e m a	Ramirez 2001	680
750	Kabiyari	burn, consume with fire, Vt, active	quemar	brûler, faire brûler	queimar	verb.int	$kahema$ (queimar) {Ramirez 2001}, $he:ma$ (queimar) {Ramirez, 2001}		he:ma		he:ma	h e: m a	Ramirez, 2001	680
751	Piapoco	burn, consume with fire, Vt, active	quemar	brûler, faire brûler	queimar	verb.int	<emáca> $emáka$ (queimar) {Epps}	emáca	emáka		emáka	e m á k a	Epps	681
752	Resigaro	burn, consume with fire, Vt, active	quemar	brûler, faire brûler	queimar	verb.int	$hoo-kʰú$ (queimar) {Epps}		hoo-kʰú		hoo-kʰú	h oo kʰ ú	Epps	682
753	Tariana	burn, consume with fire, Vt, active	quemar	brûler, faire brûler	queimar	verb.int	$ldhimíta$ (queimar) {Aikhenvald 2001}		ldhimíta		ldhimíta	l dh i m í t a	Aikhenvald 2001	683
754	Yukuna	burn, consume with fire, Vt, active	quemar	brûler, faire brûler	queimar	verb.int	$káɾaʔakahe$ (queimar) {Epps}		káɾaʔakahe		káɾaʔakahe	k á ɾ a ʔ a k a h e	Epps	684
755	Piapoco	burst, break open, of a container or blister (VI)	reventar, estallar, p.ej una ampolla	éclater	rebentar, estourar	verb.int	$ibakuíakaβa$ (reventar) {Klumpp 1995}		ibakuíakaβa		ibakuíakaβa	i b a k u í a k a β a	Klumpp 1995	685
756	Resigaro	burst, break open, of a container or blister (VI)	reventar, estallar, p.ej una ampolla	éclater	rebentar, estourar	verb.int	$voʃiʔ- ʒú$ (estourar) {Allin 1979}		voʃiʔ- ʒú		voʃiʔ- ʒú	v o ʃ i ʔ _ ʒ ú	Allin 1979	686
757	Warekena	burst, break open, of a container or blister (VI)	reventar, estallar, p.ej una ampolla	éclater	rebentar, estourar	verb.int	$buʃuka$ (estourar) {Aikhenvald 2012}		buʃuka		buʃuka	b u ʃ u k a	Aikhenvald 2012	687
758	Yukuna	burst, break open, of a container or blister (VI)	reventar, estallar, p.ej una ampolla	éclater	rebentar, estourar	verb.int	$mahákaʔakahe$ (estourar) {Schauer 2005}		mahákaʔakahe		mahákaʔakahe	m a h á k a ʔ a k a h e	Schauer 2005	688
759	Achagua	bury	enterrar	enterrer	enterrar	verb.act	$ke:niri$ <kéeniri> (sepultar) {Melendez 2011}	kéeniri	ke:niri		ke:niri	k e: n i r i	Melendez 2011	689
760	Piapoco	bury	enterrar	enterrer	enterrar	verb.act	$nubàɺìaka jé:té:riβa$ (sepultar) {Klumpp 1995}		nubàɺìaka jé:té:riβa		nubàɺìaka jé:té:riβa	n u b à ɺ ì a k a _ j é: t é: r i β a	Klumpp 1995	690
761	Resigaro	bury	enterrar	enterrer	enterrar	verb.act	$-haaʔní$ (enterrar) {Allin 1979}		-haaʔní		-haaʔní	h aa ʔ n í	Allin 1979	691
762	Warekena	bury	enterrar	enterrer	enterrar	verb.act	$a:waɾe$ (enterrar) {Aikhenvald 2012}, $iɾike$ (enterrar) {Aikhenvald 2012}, $ipite$ (enterrar) {Aikhenvald 2012}		a:waɾe		a:waɾe	a: w a ɾ e	Aikhenvald 2012	692
763	Warekena	bury	enterrar	enterrer	enterrar	verb.act	$a:waɾe$ (enterrar) {Aikhenvald 2012}, $iɾike$ (enterrar) {Aikhenvald 2012}, $ipite$ (enterrar) {Aikhenvald 2012}		iɾike		iɾike	i ɾ i k e	Aikhenvald 2012	694
764	Warekena	bury	enterrar	enterrer	enterrar	verb.act	$a:waɾe$ (enterrar) {Aikhenvald 2012}, $iɾike$ (enterrar) {Aikhenvald 2012}, $ipite$ (enterrar) {Aikhenvald 2012}		ipite		ipite	i p i t e	Aikhenvald 2012	695
765	Yukuna	bury	enterrar	enterrer	enterrar	verb.act	$haʔakahe$ (enterrar) {Schauer 2005}		haʔakahe		haʔakahe	h a ʔ a k a h e	Schauer 2005	693
766	Achagua	butterfly	mariposa	papillon	borboleta	insect	$a:tutuma$ <áatutuma> (mariposa) {Melendez 2011}	áatutuma	a:tutuma		a:tutuma	a: t u t u m a	Melendez 2011	696
767	Baré	butterfly	mariposa	papillon	borboleta	insect	$katʃʰu$ (borboleta) {Oliveira 93}		katʃʰu		katʃʰu	k a tʃʰ u	Oliveira 93	697
768	Kabiyari	butterfly	mariposa	papillon	borboleta	insect	<káawi> $káawi$ (borboleta) {Epps}	káawi	káawi		káawi	k á a w i	Epps	698
769	Piapoco	butterfly	mariposa	papillon	borboleta	insect	<máadáwi> $má:dáwi$ (borboleta) {Epps}, <káawi> $káawi$ (borboleta) {R01}	máadáwi	má:dáwi		má:dáwi	m á: d á w i	Epps	699
770	Piapoco	butterfly	mariposa	papillon	borboleta	insect	<máadáwi> $má:dáwi$ (borboleta) {Epps}, <káawi> $káawi$ (borboleta) {R01}	káawi	káawi		káawi	k á a w i	R01	698
771	Resigaro	butterfly	mariposa	papillon	borboleta	insect	$tʲóʔotʲóbú$ (mariposa) {Epps}		tʲóʔotʲóbú		tʲóʔotʲóbú	tʲ ó ʔ o tʲ ó b ú	Epps	700
772	Tariana	butterfly	mariposa	papillon	borboleta	insect	$mákalo$ (borboleta) {Aikhenvald 2001}, $masipíɾu$ (borboleta) {Aikhenvald 2001}, $tháɾa$ (borboleta) {Aikhenvald 2001}, $yawíkaɾu$ (borboleta) {Aikhenvald 2001}		mákalo		mákalo	m á k a l o	Aikhenvald 2001	701
773	Tariana	butterfly	mariposa	papillon	borboleta	insect	$mákalo$ (borboleta) {Aikhenvald 2001}, $masipíɾu$ (borboleta) {Aikhenvald 2001}, $tháɾa$ (borboleta) {Aikhenvald 2001}, $yawíkaɾu$ (borboleta) {Aikhenvald 2001}		masipíɾu		masipíɾu	m a s i p í ɾ u	Aikhenvald 2001	704
774	Tariana	butterfly	mariposa	papillon	borboleta	insect	$mákalo$ (borboleta) {Aikhenvald 2001}, $masipíɾu$ (borboleta) {Aikhenvald 2001}, $tháɾa$ (borboleta) {Aikhenvald 2001}, $yawíkaɾu$ (borboleta) {Aikhenvald 2001}		tháɾa		tháɾa	th á ɾ a	Aikhenvald 2001	705
775	Tariana	butterfly	mariposa	papillon	borboleta	insect	$mákalo$ (borboleta) {Aikhenvald 2001}, $masipíɾu$ (borboleta) {Aikhenvald 2001}, $tháɾa$ (borboleta) {Aikhenvald 2001}, $yawíkaɾu$ (borboleta) {Aikhenvald 2001}		yawíkaɾu		yawíkaɾu	y a w í k a ɾ u	Aikhenvald 2001	706
776	Yukuna	butterfly	mariposa	papillon	borboleta	insect	$kaihmeɾu$ (borboleta) {Schauer 2005}		kaihmeɾu		kaihmeɾu	k a i h m e ɾ u	Schauer 2005	702
777	Achagua	buttocks	nalga	fesses	nádegas	body part	$duiwiʃi$ <dúiwiʃi> (nalga) {Melendez 2011}	dúiwiʃi	duiwiʃi		duiwiʃi	d u i w i ʃ i	Melendez 2011	707
778	Warekena	buttocks	nalga	fesses	nádegas	body part	$nutepa$ (nádega) {Aikhenvald 2012}		nutepa		nutepa	n u t e p a	Aikhenvald 2012	708
779	Yukuna	buttocks	nalga	fesses	nádegas	body part	$iʔiwapámihi$ (nádegas) {Schauer 2005}		iʔiwapámihi		iʔiwapámihi	i ʔ i w a p á m i h i	Schauer 2005	709
780	Achagua	caiman	caimán	caïman	caimão	reptile	$kanapanalu$ <kanápanalu> (caiman) {Melendez 2011}	kanápanalu	kanapanalu		kanapanalu	k a n a p a n a l u	Melendez 2011	710
781	Kabiyari	caiman	caimán	caïman	caimão	reptile	$ka:tʃuɾi$ (caimão) {H&R 1992}		ka:tʃuɾi		ka:tʃuɾi	k a: tʃ u ɾ i	H&R 1992	711
782	Piapoco	caiman	caimán	caïman	caimão	reptile	$ʧamàna$ (caimão) {H&R 1992}, $kaʧuíri$ (caimão) {H&R 1992}		ʧamàna		ʧamàna	ʧ a m à n a	H&R 1992	712
783	Piapoco	caiman	caimán	caïman	caimão	reptile	$ʧamàna$ (caimão) {H&R 1992}, $kaʧuíri$ (caimão) {H&R 1992}		kaʧuíri		kaʧuíri	k a ʧ u í r i	H&R 1992	711
784	Resigaro	caiman	caimán	caïman	caimão	reptile	$pegiinú$ (caimão) {Allin 1979}		pegiinú		pegiinú	p e g ii n ú	Allin 1979	713
785	Yukuna	caiman	caimán	caïman	caimão	reptile	$lánawaɾu$ (caimão) {Schauer 2005}		lánawaɾu		lánawaɾu	l á n a w a ɾ u	Schauer 2005	714
786	Achagua	call (VT)	llamar a	appeler	chamar	verb.act	$maideri$ <máideri> (llamar) {Melendez 2011}	máideri	maideri		maideri	m a i d e r i	Melendez 2011	715
787	Piapoco	call (VT)	llamar a	appeler	chamar	verb.act	$numáidaka$ (llamar) {Klumpp 1995}		numáidaka		numáidaka	n u m á i d a k a	Klumpp 1995	715
788	Resigaro	call (VT)	llamar a	appeler	chamar	verb.act	$-manú$ (chamar) {Allin 1979}		-manú		-manú	m a n ú	Allin 1979	717
789	Tariana	call (VT)	llamar a	appeler	chamar	verb.act	$di-wána$ (chamar) {Aikhenvald 2001}, $di-wané$ (chamar) {Aikhenvald 2001}, $di-wanéta$ (chamar) {Aikhenvald 2001}		di-wána		di-wána	d i w á n a	Aikhenvald 2001	718
790	Tariana	call (VT)	llamar a	appeler	chamar	verb.act	$di-wána$ (chamar) {Aikhenvald 2001}, $di-wané$ (chamar) {Aikhenvald 2001}, $di-wanéta$ (chamar) {Aikhenvald 2001}		di-wané		di-wané	d i w a n é	Aikhenvald 2001	718
791	Tariana	call (VT)	llamar a	appeler	chamar	verb.act	$di-wána$ (chamar) {Aikhenvald 2001}, $di-wané$ (chamar) {Aikhenvald 2001}, $di-wanéta$ (chamar) {Aikhenvald 2001}		di-wanéta		di-wanéta	d i w a n é t a	Aikhenvald 2001	718
792	Warekena	call (VT)	llamar a	appeler	chamar	verb.act	$muta$ (chamar) {Aikhenvald 2012}, $ñuta$ (chamar) {Aikhenvald 2012}, $wania$ (chamar) {Aikhenvald 2012}		muta		muta	m u t a	Aikhenvald 2012	719
793	Warekena	call (VT)	llamar a	appeler	chamar	verb.act	$muta$ (chamar) {Aikhenvald 2012}, $ñuta$ (chamar) {Aikhenvald 2012}, $wania$ (chamar) {Aikhenvald 2012}		ñuta		ñuta	ñ u t a	Aikhenvald 2012	719
794	Warekena	call (VT)	llamar a	appeler	chamar	verb.act	$muta$ (chamar) {Aikhenvald 2012}, $ñuta$ (chamar) {Aikhenvald 2012}, $wania$ (chamar) {Aikhenvald 2012}		wania		wania	w a n i a	Aikhenvald 2012	718
795	Yukuna	call (VT)	llamar a	appeler	chamar	verb.act	$wáʔakahe$ (chamar) {Schauer 2005}		wáʔakahe		wáʔakahe	w á ʔ a k a h e	Schauer 2005	720
